Season,Team,GP,W,L,WIN%,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PLUS_MINUS,Opponent,Opp_Rk,SOS,avg_age,avg_pts_top10,avg_production_score,injury_rate,Coach,Yw/Franch,YOverall,CareerW,CareerL,CareerW%,FirstRoundPicks,SecondRoundPicks,Coach_Count,Payroll,NWins,Rk,Home_W,Home_L,Road_W,Road_L,E_W,E_L,W_W,W_L,Pre-ASG_W,Pre-ASG_L,Post-ASG_W,Post-ASG_L
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Cleveland Cavaliers,14.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Minnesota Timberwolves,10.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,New Orleans Pelicans,13.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Philadelphia 76ers,4.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Orlando Magic,25.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,New York Knicks,23.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Atlanta Hawks,26.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Portland Trail Blazers,9.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Indiana Pacers,12.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Cleveland Cavaliers,14.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Los Angeles Clippers,18.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Memphis Grizzlies,27.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Charlotte Hornets,17.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Indiana Pacers,12.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Washington Wizards,15.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Oklahoma City Thunder,7.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Toronto Raptors,2.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Chicago Bulls,29.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Atlanta Hawks,26.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,53.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2017,Boston Celtics,82,53.0,29.0,0.646,48.2,108.0,38.6,85.1,45.4,12.0,33.4,35.9,18.7,23.2,80.7,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,2.6,Brooklyn Nets,24.0,0.3374355489132629,25.266666666666666,11.69,0.4168144466010728,0.2747967479674796,Brad Stevens,4,4,166,162,0.506,1.0,3.0,1,93465326.0,55.0,4,30,11,23,18,36,16,17,13,37,20,16,9
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Toronto Raptors,3.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,New York Knicks,28.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Oklahoma City Thunder,9.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Detroit Pistons,16.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Indiana Pacers,10.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Denver Nuggets,8.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Phoenix Suns,29.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Utah Jazz,4.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Portland Trail Blazers,7.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Charlotte Hornets,18.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Atlanta Hawks,26.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Dallas Mavericks,20.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,New Orleans Pelicans,21.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Minnesota Timberwolves,22.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Chicago Bulls,27.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Washington Wizards,25.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Detroit Pistons,16.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Houston Rockets,5.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Memphis Grizzlies,24.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,San Antonio Spurs,12.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Miami Heat,17.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Orlando Magic,14.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Brooklyn Nets,15.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Atlanta Hawks,26.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,New York Knicks,28.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Cleveland Cavaliers,30.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Philadelphia 76ers,11.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Milwaukee Bucks,1.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Chicago Bulls,27.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Toronto Raptors,3.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Golden State Warriors,2.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Sacramento Kings,19.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Los Angeles Lakers,23.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Los Angeles Clippers,13.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Philadelphia 76ers,11.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Charlotte Hornets,18.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Cleveland Cavaliers,30.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Brooklyn Nets,15.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
2018,Boston Celtics,82,55.0,27.0,0.671,48.3,104.0,38.3,85.1,45.0,11.5,30.4,37.7,16.0,20.7,77.1,9.4,35.1,44.5,22.5,14.0,7.4,4.5,4.4,19.7,19.2,3.6,Miami Heat,17.0,0.2956472373417187,25.4,12.55,0.3729272767241562,0.4585365853658537,Brad Stevens,5,5,221,189,0.539,1.0,0.0,1,115284776.0,55.0,4,27,14,28,13,33,19,22,8,40,19,15,8
